"Age","Workclass","Education","Occupation","Relationship","Race","Capital-gain","Capital-loss","Hours-per-week","Country","Outcome","Predicted outcome"
42,"Private","No-school","Sales","Own-child","White",0,0,22,"United-States","<=50K","<=50K"
21,"Self-emp","No-school","Exec-managerial","Husband","Black",0,0,32,"Mexico",">50K","<=50K"
40,"Gov","Masters","Adm-clerical","Unmarried","White",0,0,41,"Philippines",">50K",">50K"
27,"Private","No-school","Handlers-cleaners","Husband","White",0,1887,17,"United-States","<=50K","<=50K"
51,"Private","No-school","Armed-Forces","Husband","White",0,1573,47,"Canada","<=50K","<=50K"
39,"Without-pay","HS-grad","Other-service","Other-relative","White",0,0,38,"United-States","<=50K","<=50K"
50,"Private","College","Farming-fishing","Not-in-family","White",0,0,34,"United-States","<=50K","<=50K"
30,"Private","HS-grad","Prof-specialty","Husband","White",0,0,31,"United-States","<=50K","<=50K"
22,"Private","Doctorate","Craft-repair","Not-in-family","White",0,0,36,"United-States","<=50K","<=50K"
19,"Self-emp","HS-grad","Craft-repair","Own-child","White",0,0,29,"United-States","<=50K","<=50K"
35,"Private","Bachelors","Machine-op-inspct","Husband","Black",0,0,38,"Canada",">50K",">50K"
56,"Private","Bachelors","Farming-fishing","Unmarried","White",0,0,43,"England","<=50K","<=50K"
49,"Private","No-school","Other-service","Husband","White",0,0,38,"United-States",">50K","<=50K"
42,"Gov","Doctorate","Transport-moving","Own-child","White",0,0,53,"United-States",">50K",">50K"
17,"Private","Bachelors","Exec-managerial","Not-in-family","White",0,0,27,"United-States","<=50K",">50K"
48,"Private","College","Craft-repair","Other-relative","White",0,0,51,"England","<=50K","<=50K"
55,"Private","College","Prof-specialty","Husband","White",0,0,41,"Philippines",">50K","<=50K"
28,"Gov","College","Adm-clerical","Husband","White",0,0,39,"United-States","<=50K","<=50K"
36,"Private","No-school","Sales","Husband","White",0,0,37,"United-States",">50K","<=50K"
17,"Private","Bachelors","Protective-serv","Husband","Black",0,0,26,"United-States","<=50K",">50K"
36,"Private","HS-grad","Transport-moving","Other-relative","White",0,0,51,"United-States","<=50K","<=50K"
25,"Private","Masters","Machine-op-inspct","Not-in-family","Asian-Pac-Islander",0,0,53,"United-States",">50K",">50K"
42,"Private","HS-grad","Exec-managerial","Unmarried","White",0,0,48,"China","<=50K","<=50K"
32,"Private","Bachelors","Prof-specialty","Husband","White",0,0,41,"United-States",">50K",">50K"
55,"Private","No-school","Exec-managerial","Own-child","White",0,0,32,"India",">50K","<=50K"
32,"Private","HS-grad","Adm-clerical","Not-in-family","White",0,0,27,"United-States","<=50K","<=50K"
46,"Private","Bachelors","Craft-repair","Husband","White",0,0,40,"United-States","<=50K","<=50K"
30,"Private","HS-grad","Craft-repair","Unmarried","White",0,0,30,"United-States","<=50K","<=50K"
46,"Gov","College","Sales","Husband","White",0,0,31,"United-States","<=50K","<=50K"
50,"Gov","No-school","Handlers-cleaners","Husband","White",0,0,37,"United-States","<=50K","<=50K"
34,"Private","HS-grad","Prof-specialty","Husband","White",0,1902,41,"United-States",">50K","<=50K"
52,"Gov","HS-grad","Prof-specialty","Own-child","White",0,0,40,"United-States",">50K","<=50K"
33,"Private","College","Machine-op-inspct","Husband","Other",0,0,36,"United-States","<=50K","<=50K"
20,"Private","College","Exec-managerial","Husband","Black",0,0,37,"United-States","<=50K","<=50K"
19,"Self-emp","College","Machine-op-inspct","Unmarried","White",0,0,40,"United-States","<=50K","<=50K"
17,"Self-emp","HS-grad","Exec-managerial","Not-in-family","White",0,0,28,"Germany","<=50K","<=50K"
53,"Private","College","Other-service","Husband","White",0,0,43,"Germany",">50K","<=50K"
17,"Without-pay","Bachelors","Sales","Husband","White",0,0,29,"Vietnam","<=50K",">50K"
28,"Private","College","Machine-op-inspct","Not-in-family","Black",3103,0,51,"United-States","<=50K","<=50K"
41,"Private","HS-grad","Machine-op-inspct","Wife","Black",0,0,54,"United-States","<=50K","<=50K"
39,"Gov","College","Craft-repair","Husband","Black",0,0,38,"United-States","<=50K","<=50K"
47,"Private","HS-grad","Transport-moving","Not-in-family","White",0,0,34,"United-States","<=50K","<=50K"
46,"Private","No-school","Machine-op-inspct","Own-child","White",0,0,40,"United-States","<=50K","<=50K"
54,"Private","College","Adm-clerical","Husband","White",0,0,16,"United-States","<=50K","<=50K"
43,"Self-emp","College","Sales","Husband","White",0,0,20,"United-States","<=50K","<=50K"
47,"Private","No-school","Other-service","Unmarried","Asian-Pac-Islander",0,0,50,"United-States","<=50K","<=50K"
26,"Private","HS-grad","Exec-managerial","Not-in-family","Asian-Pac-Islander",0,0,33,"United-States","<=50K","<=50K"
24,"Self-emp","No-school","Armed-Forces","Not-in-family","White",0,0,25,"United-States","<=50K","<=50K"
74,"Private","Bachelors","Other-service","Unmarried","White",0,0,41,"United-States","<=50K","<=50K"
33,"Gov","HS-grad","Other-service","Not-in-family","White",0,0,35,"United-States",">50K","<=50K"
30,"Gov","HS-grad","Craft-repair","Husband","White",99999,0,37,"United-States",">50K","<=50K"
28,"Private","College","Craft-repair","Husband","White",0,0,43,"United-States","<=50K","<=50K"
47,"Private","College","Transport-moving","Other-relative","White",7298,0,51,"United-States",">50K","<=50K"
37,"Self-emp","No-school","Protective-serv","Husband","White",0,0,25,"United-States","<=50K","<=50K"
57,"Private","College","Handlers-cleaners","Own-child","White",0,0,34,"United-States","<=50K","<=50K"
31,"Gov","College","Other-service","Husband","White",0,0,51,"United-States",">50K","<=50K"
30,"Private","College","Exec-managerial","Own-child","Asian-Pac-Islander",0,0,29,"United-States",">50K","<=50K"
38,"Private","HS-grad","Prof-specialty","Not-in-family","Asian-Pac-Islander",0,0,39,"United-States","<=50K","<=50K"
47,"Private","HS-grad","Exec-managerial","Husband","Black",0,0,29,"United-States","<=50K","<=50K"
42,"Private","No-school","Craft-repair","Husband","White",0,0,49,"United-States","<=50K","<=50K"
17,"Private","College","Other-service","Husband","White",0,0,40,"United-States","<=50K","<=50K"
17,"Private","College","Farming-fishing","Husband","White",0,0,42,"United-States","<=50K","<=50K"
48,"Private","HS-grad","Other-service","Not-in-family","White",0,0,38,"United-States",">50K","<=50K"
44,"Private","HS-grad","Priv-house-serv","Husband","Black",0,0,44,"United-States","<=50K","<=50K"
49,"Gov","HS-grad","Transport-moving","Husband","White",0,0,32,"United-States","<=50K","<=50K"
55,"Self-emp","Masters","Other-service","Not-in-family","Black",2174,0,26,"United-States","<=50K",">50K"
20,"Gov","College","Exec-managerial","Not-in-family","Asian-Pac-Islander",0,0,37,"United-States","<=50K","<=50K"
33,"Private","HS-grad","Adm-clerical","Not-in-family","White",0,0,32,"United-States","<=50K","<=50K"
52,"Gov","College","Machine-op-inspct","Own-child","White",0,0,18,"United-States",">50K","<=50K"
39,"Private","No-school","Adm-clerical","Husband","White",0,1887,39,"United-States","<=50K","<=50K"
36,"Private","Prof-school","Tech-support","Own-child","White",0,0,34,"United-States",">50K",">50K"
17,"Private","No-school","Machine-op-inspct","Not-in-family","Black",0,0,43,"United-States","<=50K","<=50K"
41,"Private","Bachelors","Protective-serv","Wife","White",0,0,42,"United-States","<=50K",">50K"
25,"Self-emp","No-school","Craft-repair","Not-in-family","Asian-Pac-Islander",0,0,57,"United-States","<=50K","<=50K"
29,"Private","Bachelors","Other-service","Not-in-family","White",0,0,46,"United-States","<=50K","<=50K"
51,"Private","HS-grad","Adm-clerical","Not-in-family","White",0,0,36,"United-States","<=50K","<=50K"
58,"Private","HS-grad","Sales","Husband","White",0,0,25,"United-States","<=50K","<=50K"
41,"Gov","Bachelors","Craft-repair","Own-child","Black",0,1902,46,"Poland",">50K","<=50K"
39,"Self-emp","Bachelors","Other-service","Unmarried","White",0,0,36,"United-States","<=50K","<=50K"
37,"Private","Bachelors","Exec-managerial","Husband","White",0,1848,37,"United-States",">50K",">50K"
35,"Self-emp","College","Exec-managerial","Husband","Black",0,0,42,"United-States","<=50K","<=50K"
51,"Private","College","Handlers-cleaners","Husband","White",0,0,45,"United-States",">50K","<=50K"
35,"Private","College","Craft-repair","Husband","White",0,1573,27,"United-States","<=50K","<=50K"
40,"Self-emp","HS-grad","Other-service","Not-in-family","White",0,1848,48,"United-States",">50K","<=50K"
42,"Private","No-school","Craft-repair","Wife","White",0,0,42,"China","<=50K","<=50K"
42,"Private","HS-grad","Other-service","Husband","White",0,0,27,"United-States",">50K","<=50K"
38,"Private","No-school","Prof-specialty","Unmarried","White",0,0,46,"Germany",">50K","<=50K"
27,"Private","College","Adm-clerical","Own-child","White",0,0,50,"United-States","<=50K","<=50K"
26,"Private","College","Sales","Husband","White",0,0,46,"United-States","<=50K","<=50K"
52,"Private","No-school","Prof-specialty","Not-in-family","White",0,0,25,"United-States","<=50K","<=50K"
36,"Private","Bachelors","Prof-specialty","Own-child","White",0,0,58,"United-States",">50K",">50K"
17,"Private","HS-grad","Sales","Husband","White",0,0,21,"United-States","<=50K","<=50K"
53,"Self-emp","College","Prof-specialty","Own-child","Black",0,0,51,"Germany","<=50K","<=50K"
17,"Self-emp","College","Machine-op-inspct","Unmarried","White",0,0,31,"United-States","<=50K","<=50K"
50,"Gov","HS-grad","Sales","Husband","Black",0,0,39,"United-States","<=50K","<=50K"
34,"Gov","College","Prof-specialty","Unmarried","White",0,0,32,"United-States","<=50K","<=50K"
17,"Private","College","Transport-moving","Not-in-family","White",0,0,29,"United-States","<=50K","<=50K"
34,"Private","Bachelors","Adm-clerical","Wife","White",0,0,17,"Puerto-Rico","<=50K","<=50K"
26,"Private","HS-grad","Craft-repair","Husband","White",0,0,39,"United-States","<=50K","<=50K"
25,"Private","College","Craft-repair","Husband","White",0,0,28,"Philippines","<=50K","<=50K"
36,"Private","Prof-school","Other-service","Own-child","White",7688,0,42,"United-States",">50K","<=50K"
58,"Private","HS-grad","Sales","Not-in-family","White",0,0,56,"Japan","<=50K","<=50K"
44,"Private","College","Exec-managerial","Husband","White",0,0,57,"United-States","<=50K","<=50K"
58,"Private","College","Exec-managerial","Husband","White",15024,0,31,"United-States",">50K",">50K"
25,"Private","HS-grad","Machine-op-inspct","Not-in-family","White",0,0,43,"United-States","<=50K","<=50K"
41,"Gov","College","Adm-clerical","Not-in-family","White",0,0,54,"United-States","<=50K","<=50K"
59,"Private","College","Exec-managerial","Own-child","White",0,0,27,"England","<=50K","<=50K"
20,"Private","HS-grad","Prof-specialty","Wife","White",0,0,51,"Poland",">50K","<=50K"
41,"Self-emp","HS-grad","Tech-support","Own-child","White",0,0,41,"United-States",">50K","<=50K"
37,"Private","Bachelors","Transport-moving","Husband","White",0,1887,26,"United-States","<=50K","<=50K"
25,"Private","HS-grad","Exec-managerial","Not-in-family","White",0,0,53,"United-States","<=50K","<=50K"
48,"Gov","Bachelors","Transport-moving","Not-in-family","White",0,0,37,"United-States","<=50K","<=50K"
46,"Gov","Masters","Protective-serv","Not-in-family","White",0,0,28,"United-States",">50K",">50K"
25,"Private","Bachelors","Exec-managerial","Not-in-family","White",0,0,50,"United-States","<=50K",">50K"
35,"Private","No-school","Exec-managerial","Not-in-family","White",0,0,59,"United-States","<=50K","<=50K"
26,"Private","HS-grad","Other-service","Husband","White",0,0,39,"United-States","<=50K","<=50K"
31,"Private","HS-grad","Adm-clerical","Own-child","White",0,0,32,"United-States","<=50K","<=50K"
56,"Private","HS-grad","Craft-repair","Husband","Amer-Indian-Eskimo",0,0,37,"United-States","<=50K","<=50K"
35,"Private","Masters","Machine-op-inspct","Not-in-family","White",0,0,31,"United-States","<=50K",">50K"
42,"Self-emp","College","Tech-support","Own-child","White",0,0,29,"Poland","<=50K","<=50K"
40,"Private","College","Craft-repair","Husband","White",0,1887,45,"United-States","<=50K","<=50K"
32,"Self-emp","No-school","Other-service","Husband","White",0,0,52,"United-States","<=50K","<=50K"
33,"Private","No-school","Sales","Not-in-family","White",0,0,36,"United-States","<=50K","<=50K"
20,"Private","HS-grad","Exec-managerial","Unmarried","White",0,0,41,"United-States","<=50K","<=50K"
31,"Private","Masters","Exec-managerial","Wife","Black",0,0,41,"United-States",">50K",">50K"
47,"Private","Masters","Exec-managerial","Husband","White",0,0,51,"United-States",">50K",">50K"
46,"Private","HS-grad","Other-service","Not-in-family","White",0,0,26,"United-States","<=50K","<=50K"
26,"Gov","Bachelors","Craft-repair","Husband","Asian-Pac-Islander",0,0,47,"United-States","<=50K","<=50K"
60,"Private","Prof-school","Adm-clerical","Husband","White",0,0,32,"United-States","<=50K","<=50K"
33,"Private","Bachelors","Adm-clerical","Husband","White",0,0,42,"United-States","<=50K","<=50K"
41,"Private","HS-grad","Craft-repair","Not-in-family","Black",0,0,41,"United-States","<=50K","<=50K"
41,"Private","HS-grad","Other-service","Husband","Black",0,0,40,"United-States","<=50K","<=50K"
25,"Private","College","Handlers-cleaners","Not-in-family","White",0,0,35,"United-States","<=50K","<=50K"
37,"Private","No-school","Craft-repair","Husband","White",0,1902,36,"United-States","<=50K","<=50K"
20,"Private","Bachelors","Craft-repair","Own-child","White",0,0,44,"United-States","<=50K","<=50K"
23,"Private","College","Exec-managerial","Not-in-family","White",0,0,41,"United-States","<=50K","<=50K"
44,"Private","No-school","Prof-specialty","Not-in-family","White",0,0,23,"United-States",">50K","<=50K"
27,"Gov","No-school","Craft-repair","Unmarried","White",5178,0,38,"United-States","<=50K","<=50K"
34,"Private","HS-grad","Adm-clerical","Not-in-family","White",0,0,27,"United-States","<=50K","<=50K"
29,"Gov","Bachelors","Machine-op-inspct","Husband","White",0,0,30,"United-States","<=50K","<=50K"
32,"Private","Bachelors","Adm-clerical","Not-in-family","White",0,0,31,"United-States","<=50K","<=50K"
51,"Private","HS-grad","Handlers-cleaners","Not-in-family","White",0,0,49,"United-States","<=50K","<=50K"
53,"Private","No-school","Adm-clerical","Husband","Black",0,0,34,"United-States","<=50K","<=50K"
51,"Private","HS-grad","Machine-op-inspct","Husband","White",0,0,47,"United-States","<=50K","<=50K"
34,"Private","College","Other-service","Husband","White",0,0,47,"United-States","<=50K","<=50K"
33,"Private","No-school","Machine-op-inspct","Own-child","White",0,0,50,"United-States","<=50K","<=50K"
19,"Private","HS-grad","Transport-moving","Husband","White",0,0,55,"United-States","<=50K","<=50K"
40,"Private","Bachelors","Craft-repair","Husband","White",0,0,21,"United-States","<=50K","<=50K"
30,"Private","Bachelors","Adm-clerical","Own-child","White",0,0,48,"United-States","<=50K","<=50K"
29,"Private","No-school","Prof-specialty","Husband","White",0,0,48,"United-States","<=50K","<=50K"
35,"Private","HS-grad","Sales","Husband","White",0,0,28,"United-States","<=50K","<=50K"
47,"Gov","No-school","Craft-repair","Husband","White",0,0,44,"England","<=50K","<=50K"
17,"Private","No-school","Prof-specialty","Husband","White",0,0,38,"United-States","<=50K","<=50K"
55,"Private","HS-grad","Priv-house-serv","Husband","White",0,1573,41,"United-States","<=50K","<=50K"
18,"Gov","College","Craft-repair","Husband","White",0,0,63,"United-States",">50K","<=50K"
25,"Private","College","Other-service","Not-in-family","Black",0,0,32,"United-States","<=50K","<=50K"
47,"Private","HS-grad","Other-service","Husband","White",0,0,32,"United-States","<=50K","<=50K"
52,"Private","College","Tech-support","Husband","White",0,0,52,"United-States","<=50K","<=50K"
43,"Private","HS-grad","Craft-repair","Wife","White",0,0,18,"United-States","<=50K","<=50K"
48,"Private","Bachelors","Sales","Husband","White",0,0,32,"United-States","<=50K","<=50K"
44,"Gov","College","Sales","Husband","Black",0,0,51,"Vietnam","<=50K","<=50K"
17,"Private","No-school","Sales","Husband","White",0,0,41,"China","<=50K","<=50K"
